company_name,website,cin,ownership_type,sector,segment_ref,differentiation,differentiation_source,differentiation_credibility,differentiation_needs_verify,differentiation_review,differentiation_notes,moat_type,moat_durability,moat,moat_source,moat_credibility,moat_needs_verify,moat_review,moat_notes,product_improvement,product_improvement_source,product_improvement_credibility,product_improvement_needs_verify,product_improvement_review,product_improvement_notes,align1_capability,align1_need,align1_pull,align1_source,align2_capability,align2_need,align2_pull,align2_source,align3_capability,align3_need,align3_pull,align3_source,gap_latent,gap_currently_monetized,gap_summary,gap_activation_path,gap_source,proof_type,proof_status,proof_source,proof_pillar,unresolved_pillars,triage_status,company_summary,notes
SUPRIYA LIFESCIENCE LTD.,http://www.supriyalifescience.com,,listed,Pharmaceuticals,active-pharmaceutical-ingredients,First Indian company to receive ANVISA approval for Esketamine Hydrochloride; developed low-cost manufacturing for Atorvastatin,https://www.supriyalifescience.com/assets/pdfs/updates-announcements/updates-under-reg-30/2024-2025/Esketamine%20Hydrochloride%20approval%20&%20Atorvastatin%20patent%20filing.pdf,self-claimed,no,Verified,"Medical Dialogues, BioSpectrum India, Business Standard",qualification-lock-in,stable,"Multiple accreditations from health regulatory agencies, including three USFDA approvals and two EUGMP/EDQM certifications",https://pharmasource.global/directory/supriya-life-science-ltd/,self-claimed,no,Verified,"Website, DSIR approved R&D",DSIR-approved R&D division partners with innovator and generic companies for process development of APIs and intermediates,https://www.supriyalifescience.com/operations-research-and-development-api.php,self-claimed,yes,Verified,"Website, DSIR, LinkedIn","Multiple accreditations from health regulatory agencies, including three USFDA approvals and two EUGMP/EDQM certifications",Indian pharmaceutical sector expanding global market access through trade agreements,strong,https://pharmasource.global/directory/supriya-life-science-ltd/,DSIR-approved R&D division partners with innovator and generic companies for process development of APIs and intermediates,Government initiatives like Biopharma SHAKTI and PLI scheme to boost R&D and domestic biopharma capabilities,must-have,https://www.supriyalifescience.com/operations-research-and-development-api.php,First Indian company to receive ANVISA approval for Esketamine Hydrochloride; developed low-cost manufacturing for Atorvastatin,Indian drugmakers increasingly using AI in R&D to lower costs and shorten drug development timelines,strong,https://www.supriyalifescience.com/assets/pdfs/updates-announcements/updates-under-reg-30/2024-2025/Esketamine%20Hydrochloride%20approval%20&%20Atorvastatin%20patent%20filing.pdf,Potential for increased market share and revenue from Esketamine Hydrochloride in Brazil and other regulated markets,Approval for Esketamine Hydrochloride from Brazil's health authority ANVISA,"Approval for Esketamine Hydrochloride in Brazil is a step, but full market potential is not yet realized.",Leverage ANVISA approval to expand sales and distribution of Esketamine Hydrochloride in Brazil and other Latin American markets.,https://www.supriyalifescience.com/assets/pdfs/updates-announcements/updates-under-reg-30/2024-2025/Esketamine%20Hydrochloride%20approval%20&%20Atorvastatin%20patent%20filing.pdf,DSIR,claimed-verify,https://www.supriyalifescience.com/operations-research-and-development-api.php,product_improvement,product_improvement,needs-review,,
TATVA CHINTAN PHARMA CHEM LIMITED,http://www.tatvachintan.com,L24232GJ1996PLC029894,listed,Specialty Chemicals,phase-transfer-catalysts,Largest and only commercial manufacturer of Structure Directing Agents (SDA) for zeolites in India; world's second-largest manufacturer of SDA for zeolites; India's largest producer of Electrolyte Salts (ESS) for supercapacitor batteries; largest producer of glymes in India and among foremost producers worldwide.,https://www.tatvachintan.com/about-us.aspx,self-claimed,yes,Verified,"MarketScreener, Screener.in, ZoomInfo",scale,stable,Sole commercial supplier of Structure Directing Agents for zeolites in India; world's second-largest manufacturer of Structure Directing Agents for zeolites; India's largest producer of Electrolyte Salts for supercapacitor batteries; largest producer of glymes in India and among foremost producers worldwide.,https://www.tatvachintan.com/about-us.aspx,self-claimed,yes,Verified,"Website, LinkedIn","State-of-the-art R&D facility in Vadodara, India, recognized by DSIR, Government of India, spanning ~36,000 sq ft, equipped with advanced reactors and analytical instruments.",https://www.tatvachintan.com/our-facilities.aspx,self-claimed,yes,Verified,"Website, LinkedIn","State-of-the-art R&D facility in Vadodara, India, recognized by DSIR, Government of India, spanning ~36,000 sq ft, equipped with advanced reactors and analytical instruments.","Technological advancements driving innovation in specialty chemicals for improved performance, functionality, and environmental sustainability.",strong,https://www.tatvachintan.com/our-facilities.aspx,Largest and only commercial manufacturer of Structure Directing Agents (SDA) for zeolites in India; world's second-largest manufacturer of SDA for zeolites; India's largest producer of Electrolyte Salts (ESS) for supercapacitor batteries; largest producer of glymes in India and among foremost producers worldwide.,"Rapid industrialization and growth of end-user industries like agriculture, pharmaceuticals, personal care, and automotive driving demand for specialty chemicals.",strong,https://www.tatvachintan.com/about-us.aspx,,,,,Potential for increased export revenue given global manufacturing excellence and resilient supply chain.,,,Scale up global reach and manufacturing infrastructure to capture more international market share.,https://docs.publicnow.com/viewDoc.aspx?filename=197097%5CEXT%5CA5BCFC8B52E72E51D0C257A706445198E7F00E66_38DC6F43AAA7F267EFCB7D221BBF0AE8F15EC06D.PDF,DSIR,claimed-verify,https://www.tatvachintan.com/our-facilities.aspx,product_improvement,"differentiation, moat, product_improvement",needs-review,,
SANDSTORM EQUIPMENT CO.,www.sandstorm.net.in,,sole-proprietorship,Surface Finishing Equipment,blasting-peening-systems,"Manufactures a wide range of blasting and painting equipment, including sand blast cabinets, special purpose blasting machines, and shot peening systems",https://www.a-leads.co/company/26582360_2c5f246a,self-claimed,no,Verified,"ZoomInfo, IndiaMART, Website",qualification-lock-in,stable,"Trusted supplier of surface finishing and coating equipment to the Indian Armed Forces (Army, Navy, Air Force)",https://www.justdial.com/Bangalore/Sandstorm-Equipment-Co-Manufacturing-Near-Kssidc-Industrial-Area-Kumbalgodu/080PXX80-XX80-210615161937-H7S7_BZDET,self-claimed,no,Verified,"IndiaMART, Website","Offers abrasive eco blast cabinets, portable blasting machines, and shot peening systems with various models and specifications",https://www.sandstorm.net.in/aeb_cabinets.html,self-claimed,no,Verified,"IndiaMART, Website","Manufactures a wide range of blasting and painting equipment, including sand blast cabinets, special purpose blasting machines, and shot peening systems",Increasing demand for airless blast equipment in the automotive industry and growing infrastructure development,strong,https://www.a-leads.co/company/26582360_2c5f246a,"Trusted supplier of surface finishing and coating equipment to the Indian Armed Forces (Army, Navy, Air Force)",Government initiatives promoting “Make in India” and industrial growth,must-have,https://www.justdial.com/Bangalore/Sandstorm-Equipment-Co-Manufacturing-Near-Kssidc-Industrial-Area-Kumbalgodu/080PXX80-XX80-210615161937-H7S7_BZDET,"Offers abrasive eco blast cabinets, portable blasting machines, and shot peening systems with various models and specifications",Need for custom-engineered blast equipment tailored for specialized applications,strong,https://www.a-leads.co/company/26582360_2c5f246a,Potential to expand market share in the growing global airless blast equipment market,Specialized in manufacturing field-proven equipment for the surface finishing industry for 15+ years,Untapped potential in the expanding global market for airless blast equipment despite a long history of specialization.,Leverage existing specialization and quality products to capture more of the global market growth.,https://www.openpr.com/news/3365463/airless-blast-equipment-market-worth-850-01-million-by-2030,,not-found,,,,auto-confirmed,,
Infinita Biotech Pvt. Ltd.,infinitabiotech.com,,private,Industrial Biotechnology,industrial-enzymatic-solutions,Global leadership in manufacturing enzymatic solutions and customized enzyme formulations for various industries,https://www.instagram.com/infinita.biotech/?hl=en,self-claimed,no,Verified,"Ingredients Network, LinkedIn, IndiaMART",qualification-lock-in,stable,"ISO 9001:2015, ISO 9001:2018, DAR KOSHER, HALAL INDIA certified corporation",https://www.tradeindia.com/infinita-biotech-pvt-ltd-31914781/,self-claimed,yes,Verified,"Website, DSIR recognized",GOI recognized research-driven company with DSIR recognition for in-house R&D unit,https://infinitabiotech.com/blog/dsir-recognized/,self-claimed,yes,Verified,"Website, LinkedIn",Global leadership in manufacturing enzymatic solutions and customized enzyme formulations for various industries,Growing demand for sustainable and efficient solutions in industrial biotechnology,strong,https://www.instagram.com/infinita.biotech/?hl=en,GOI recognized research-driven company with DSIR recognition for in-house R&D unit,Indian government initiatives promoting innovation and in-house R&D,must-have,https://infinitabiotech.com/blog/dsir-recognized/,"ISO 9001:2015, ISO 9001:2018, DAR KOSHER, HALAL INDIA certified corporation","Increasing emphasis on quality, environmental compliance, and certifications in global markets",strong,https://www.tradeindia.com/infinita-biotech-pvt-ltd-31914781/,"Potential to capture a larger share of the global biotechnology market, especially in industrial biotechnology","Exports enzymes with a trade value of $2.74M from Jan 2022 to Sept 2025, with 82 shipments",Significant export activity but potential for greater market penetration in the growing global biotech market,Leverage DSIR recognition and certifications to expand global market share and increase export value,https://www.trademo.com/companies/infinita-biotech-private-ltd/32635019,DSIR,claimed-verify,https://infinitabiotech.com/blog/dsir-recognized/,product_improvement,"moat, product_improvement",needs-review,,
Unisem Agritech Pvt. Ltd.,https://www.unisemagritech.com/,U01100KA2016PTC096390,private,Agricultural Seeds,hybrid-crop-seeds,Integrated seed health & quality check at each stage to ensure quality product,https://cutm.ac.in/wp-content/uploads/mou/11.%20MoU%20with%20UNISEM%20AGRITECH%20PVT.%20LTD.pdf,self-claimed,no,Verified,"IndiaMART, LinkedIn, Website",qualification-lock-in,stable,Holds a State Level Seed Dealer License Registration (LCSD2021120164),https://krishi.maharashtra.gov.in/Site/Upload/Pdf/MahaParwana_Firms_Data_Seed_7_QC.pdf?MenuID=1036,self-claimed,yes,Verified,"IndiaMART, Website",R&D setup recognized by the Indian Institute of Horticultural Research and DSIR,https://www.zoominfo.com/c/unisem-agritech/477699043,self-claimed,yes,Verified,"IndiaMART, Website",Integrated seed health & quality check at each stage to ensure quality product,Seed certification ensures quality and protects farmers from fraudulent practices,must-have,https://cutm.ac.in/wp-content/uploads/mou/11.%20MoU%20with%20UNISEM%20AGRITECH%20PVT.%20LTD.pdf,R&D setup recognized by the Indian Institute of Horticultural Research and DSIR,Agricultural seeds market is estimated to reach $116.3 Billion by 2034,strong,https://www.zoominfo.com/c/unisem-agritech/477699043,,,,,Potential for increased international market penetration beyond current 2 verified buyers,"Exported 46 shipments to 2 verified buyers across key markets, including Botswana",Limited international market reach despite export capability,Leverage existing export code and expand to more international markets,https://www.volza.com/company-profile/unisem-agritech-pvt-ltd-81233347/,Seed Dealer License,claimed-verify,https://krishi.maharashtra.gov.in/Site/Upload/Pdf/MahaParwana_Firms_Data_Seed_7_QC.pdf?MenuID=1036,moat,"moat, product_improvement",needs-review,,
Metlok Pvt. Ltd.,metlok.in,U24295KA2005PTC036555,private,Chemical Manufacturing,engineering-adhesives-sealants,"Leading indigenous high-technology adhesive and sealant manufacturer; customized solutions for automotive, electronics, and appliances",https://in.linkedin.com/company/metlok-pvt-ltd,self-claimed,yes,Verified,"ZoomInfo, IndiaMART, Website",qualification-lock-in,stable,ISO 9001:2015 certified organization with IATF certified management system,https://www.metlok.in/working-with-metlok/,self-claimed,yes,Verified,"IndiaMART, Website",Exclusive R&D facilities in Nagpur (Kalmeshwar) spread over 8000 sqft with modern testing instruments,https://www.metlok.in/working-with-metlok/,self-claimed,no,Verified,"IndiaMART, Website","Leading indigenous high-technology adhesive and sealant manufacturer; customized solutions for automotive, electronics, and appliances","India poised to become a global chemical manufacturing hub, with domestic demand for chemicals expected to increase to $850-1,000 billion by 2040",strong,https://in.linkedin.com/company/metlok-pvt-ltd,Exclusive R&D facilities in Nagpur (Kalmeshwar) spread over 8000 sqft with modern testing instruments,Increasing investments in R&D and tackling sustainability are driving India's specialty chemical manufacturing,strong,https://www.metlok.in/working-with-metlok/,,,,,Potential to expand global market share in chemical manufacturing given India's growth trajectory,"Supplies methacrylate-based anaerobic resin adhesives from W-27 MIDC facility in Kalmeshwar, Nagpur","Company's indigenous manufacturing and R&D capabilities are well-positioned for India's chemical industry growth, but current global footprint is not fully detailed.",Leverage 'Make in India' and 'Top 100 MSME' recognition to expand international exports beyond current supplier relationships.,https://in.linkedin.com/company/metlok-pvt-ltd,ISO 9001/IATF,claimed-verify,https://www.metlok.in/working-with-metlok/,moat,"differentiation, moat",needs-review,,
Nandani Medical Laboratories Pvt. Ltd.,https://www.nandanilab.net/,U24232MP1993PTC007447,private,Pharmaceutical Manufacturing,pharmaceutical-formulations,"Sterile injectable pharmaceutical manufacturing for human and veterinary healthcare, with over two decades of experience.",https://www.instagram.com/p/DahuQ5VD7Z6/,self-claimed,no,Verified,"LinkedIn, CPHI Online, Website",qualification-lock-in,stable,WHO-GMP & ISO 9001-2015 certified manufacturing plant.,https://nandanilab.net/terms-and-condition/,self-claimed,yes,Verified,"Website, WHO-GMP certification",DSIR recognized unit and R&D teams focus on new formulations and process optimization for sterile products.,https://iphex-india.com/exhibitor/exhibitors_list_2016,self-claimed,yes,Verified,"Website, LinkedIn","Sterile injectable pharmaceutical manufacturing for human and veterinary healthcare, with over two decades of experience.",Global pharmaceutical manufacturing market projected to reach $990.55 billion by 2033.,strong,https://www.instagram.com/p/DahuQ5VD7Z6/,WHO-GMP & ISO 9001-2015 certified manufacturing plant.,Increasing demand for quality and compliance in pharmaceutical manufacturing.,must-have,https://nandanilab.net/terms-and-condition/,DSIR recognized unit and R&D teams focus on new formulations and process optimization for sterile products.,"India announced a Rs. 60,000 crore API-push to boost domestic pharmaceutical manufacturing.",strong,https://iphex-india.com/exhibitor/exhibitors_list_2016,Potential to further leverage AI-enabled visual inspection systems for broader quality control applications.,70% improvement in detection efficiency for liquid injections (ampoules & vials) and dry powder injection vials.,"Advanced AI inspection systems are currently focused on specific product lines, leaving potential for wider application.",Expand the application of AI-enabled visual inspection systems to other product ranges or stages of manufacturing.,https://www.pharmabiz.com/NewsDetails.aspx?aid=180286&sid=2,DSIR,claimed-verify,https://iphex-india.com/exhibitor/exhibitors_list_2016,product_improvement,"moat, product_improvement",needs-review,,
Ador Powertron Ltd.,http://www.adorpowertron.com/,U31103PN1995PLC084268,unlisted-public,Electrical Equipment,electrostatic-precipitators-tr-sets,Only manufacturer in India having all Advanced Traffic Management Systems (ATMS) and road safety solutions,https://www.instagram.com/reel/DPYmGKvDRZD/,self-claimed,yes,Verified,"Screener.in, Stock Exchange BSE/NSE, LinkedIn",qualification-lock-in,stable,ISO 9001 and ISO 14001 certified with accreditations to Government of India R&D establishments and international CSA C-US and CE certification,https://www.adorups.com/about/iso/,self-claimed,no,Verified,"Website, LinkedIn",DSIR recognized in-house R&D unit since 1973; launched 500 MW green hydrogen factory and 30kW EV-charger power module,https://www.dsir.gov.in/static/uploads/2025/11/52f958662514cd533f9daab221e5572b.pdf,registry-confirmed,no,Verified,"Website, DSIR recognized",DSIR recognized in-house R&D unit since 1973; launched 500 MW green hydrogen factory and 30kW EV-charger power module,India's target of 500 GW non-fossil fuel-based power by 2030 and extended PM E-DRIVE scheme for public charging,must-have,https://www.dsir.gov.in/static/uploads/2025/11/52f958662514cd533f9daab221e5572b.pdf,Only manufacturer in India having all Advanced Traffic Management Systems (ATMS) and road safety solutions,"India's public-charging footprint set to rise under multi-year PM E-DRIVE visibility, with city clusters, metro/rail hubs and highway corridors prioritised",strong,https://www.instagram.com/reel/DPYmGKvDRZD/,,,,,"Capacity to produce 100,000 AC-DC converter modules annually for EV fast chargers",Supporting faster charger rollouts for charger OEMs and Charge Point Operators in India,"Significant manufacturing capacity for EV charger components is currently focused on domestic market, with potential for broader export.","Scale up export of indigenously designed and built AC-DC converter modules to G7 economies, leveraging existing expertise in energy transition technologies.",https://www.business-standard.com/content/specials/ador-powertron-unveils-a-30kw-ev-charger-power-module-to-strengthen-local-supply-chains-125102800303_1.html,DSIR,claimed-verify,https://www.dsir.gov.in/static/uploads/2025/11/52f958662514cd533f9daab221e5572b.pdf,differentiation,differentiation,needs-review,,
IP Rings Ltd.,www.iprings.com,L28920TN1991PLC020232,listed,Automotive Components,piston-rings-cold-formed-transmission-products,Pioneer and leader in Speciality Steel Piston Rings; only company in India for Orbital Cold Forming process for precision components,http://www.amalgamationsgroup.co.in/manufacturing-ip-rings-ltd.html,self-claimed,yes,Verified,"India Pistons Limited, IndiaMART, Website",qualification-lock-in,stable,"Certified for ISO/TS 16949:2009, EMS ISO 14001:2004, OHSAS 18001:2007",http://www.amalgamationsgroup.co.in/manufacturing-ip-rings-ltd.html,self-claimed,no,Verified,"Website, LinkedIn",R&D Accreditation awarded to IP Rings R&D Lab in 2004; developed ring pack for SUV diesel vehicles,https://iprings.com/our-profile/milestones/,self-claimed,yes,Verified,"Website, LinkedIn",Pioneer and leader in Speciality Steel Piston Rings; only company in India for Orbital Cold Forming process for precision components,"India automotive components market projected to reach USD 82.67 Billion by 2034, with engine parts leading",strong,http://www.amalgamationsgroup.co.in/manufacturing-ip-rings-ltd.html,R&D Accreditation awarded to IP Rings R&D Lab in 2004; developed ring pack for SUV diesel vehicles,Strategic investments in R&D activities and integration of lightweight materials are driving market share in India's auto component sector,strong,https://iprings.com/our-profile/milestones/,,,,,Expansion into the European market with dedicated machinery and facility upgrades,"Maintains a significant export presence in Thailand, the USA, and Europe",Untapped potential for deeper penetration and market share in the European automotive components market.,Leverage new facility at Maraimalai Nagar and capacity expansion to target European market growth.,https://trendlyne.com/equity/about/643/IPRINGLTD/i-p-rings-ltd/,DSIR,claimed-verify,https://iprings.com/our-profile/milestones/,product_improvement,"differentiation, product_improvement",needs-review,,
Naprod Life Sciences Pvt. Ltd.,https://www.naprod.in/,,private,Pharmaceuticals,oncology-anesthesia-formulations,Pioneer in Lyophilization in India with an ultra-modern manufacturing plant for oncology and other therapeutic applications,https://in.linkedin.com/company/naprod-life-sciences,self-claimed,yes,Verified,"LinkedIn, CPHI Online, Website",qualification-lock-in,stable,"Manufacturing facilities hold EU-GMP, ANVISA, PIC/S, and WHO-GMP certifications, enabling supply to Brazil and other PIC/S-aligned markets",https://medicaldialogues.in/news/industry/pharma/naprod-life-sciences-secures-anvisa-gmp-renewal-for-tarapur-facility-163122,third-party,no,Verified,"Website, EU-GMP approved",DSIR-recognized R&D Centre with a patent for a semi-synthetic method of paclitaxel and docetaxel (patent number: 264627),https://www.dsir.gov.in/static/uploads/2025/12/c759365b0de97a515b645ab234854805.pdf,registry-confirmed,no,Verified,"Website, DSIR recognized",Pioneer in Lyophilization in India with an ultra-modern manufacturing plant for oncology and other therapeutic applications,Oncology volumes are forecast to post the fastest 8.22% CAGR through 2031 in the Indian pharmaceutical market,strong,https://in.linkedin.com/company/naprod-life-sciences,"Manufacturing facilities hold EU-GMP, ANVISA, PIC/S, and WHO-GMP certifications, enabling supply to Brazil and other PIC/S-aligned markets","Brazil is a strategic market for Naprod, and the certification supports expansion and product commercialization",must-have,https://medicaldialogues.in/news/industry/pharma/naprod-life-sciences-secures-anvisa-gmp-renewal-for-tarapur-facility-163122,DSIR-recognized R&D Centre with a patent for a semi-synthetic method of paclitaxel and docetaxel (patent number: 264627),Patent expiries between 2026–2032 present significant opportunities for Indian pharma in the global generics landscape,strong,https://www.dsir.gov.in/static/uploads/2025/12/c759365b0de97a515b645ab234854805.pdf,Expand market share in the global generics landscape by leveraging patent expiry wave,"Currently a dominant player in Oncology and Anesthesia in India and globally, with market penetration in several countries across four continents",Untapped potential to capitalize on upcoming patent expiries in the generics market,Strategically position to capture long-term value in the evolving global generics landscape,https://www.linkedin.com/posts/naprod-life-sciences_naprod-expresspharma-pharmacy-activity-7448286495527936002-8dGE,Patent,claimed-verify,https://in.linkedin.com/company/naprod-life-sciences,differentiation,differentiation,needs-review,,
Mitra Industries Pvt. Ltd.,http://www.mitraindustries.com,U74999DL1995PTC065200,private,Medical Devices,peritoneal-dialysis-systems,,,,,,NaN - No differentiation data,,,,,,,,NaN - No data,,,,,Verified,NaN - No data,,,,,,,,,,,,,,,,,,,,,,,,,
Krish Biotech Research Pvt. Ltd.,http://krishbiotech.com/,,private,Contract Research,agrochemical-pharmaceutical-cro,"Autonomous contract research organization offering integrated services in discovery, development, and regulation across agrochemical, pharmaceutical, specialty chemical, medical device, nutraceutical, and cosmetics industries.",https://krishbiotech.com/,self-claimed,no,Verified,"ZoomInfo, IndiaMART, LinkedIn",qualification-lock-in,stable,"GLP certified by NGCMA, recognized by CIB & RC, accredited by NABL (ISO/IEC 17025:2005), certified by SENASA, and registered under CPCSEA.",https://krishbiotech.com/certifications/,self-claimed,no,Verified,"Website, GLP certified","DSIR recognized in-house R&D unit for indigenous technology promotion, development, utilization, and transfer.",https://krishbiotech.com/certifications/,self-claimed,yes,Verified,"Website, DSIR recognized","Autonomous contract research organization offering integrated services in discovery, development, and regulation across agrochemical, pharmaceutical, specialty chemical, medical device, nutraceutical, and cosmetics industries.",Rising demand for outsourcing services in India's pharmaceutical and biotechnology sectors.,strong,https://krishbiotech.com/,,,,,,,,,Capability to conduct multi-residue and antibiotic testing in export commodities.,Export of services as per section 2(6) of the Integrated Goods and Services Tax Act.,Untapped potential in specialized export commodity testing beyond general service exports.,Expand marketing and service offerings for specific export commodity testing.,https://krishbiotech.com/wp-content/uploads/2023/05/Krish-Biotech-final-Brochure_2023.pdf,DSIR,claimed-verify,https://krishbiotech.com/certifications/,product_improvement,product_improvement,needs-review,,
